event_id,rdate,description,url,affiliation
wikipedia-2014-11-06christianfeast-day:illtudleonard-of-noblacwinnocwilliam-temple-anglican-communion-november-6-eastern-orthodox-liturgics,2014-11-06,ChristianFeast Day:IlltudLeonard of NoblacWinnocWilliam Temple(Anglican Communion)November 6 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-11-06illtud,2014-11-06,Illtud,http://en.wikipedia.org/wiki/Illtud,
wikipedia-2014-11-06leonard-of-noblac,2014-11-06,Leonard of Noblac,http://en.wikipedia.org/wiki/Leonard_of_Noblac,
wikipedia-2014-11-06winnoc,2014-11-06,Winnoc,http://en.wikipedia.org/wiki/Winnoc,
wikipedia-2014-11-06william-temple-anglican-communion,2014-11-06,William Temple(Anglican Communion),http://en.wikipedia.org/wiki/William_Temple_(bishop),
wikipedia-2014-11-06november-6-eastern-orthodox-liturgics,2014-11-06,November 6 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_6_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-06constitution-day-dominican-republic-1884-tajikistan-1994-tatarstan-1992,2014-11-06,"Constitution Day(Dominican Republic(1884),Tajikistan(1994),Tatarstan(1992))",http://en.wikipedia.org/wiki/Constitution_Day,
wikipedia-2014-11-06finnish-swedish-heritage-day-a-flag-day-finland,2014-11-06,"Finnish Swedish Heritage Day,a flag day(Finland)",http://en.wikipedia.org/wiki/Finnish_Swedish_Heritage_Day,
wikipedia-2014-11-06green-march-morocco,2014-11-06,Green March(Morocco),http://en.wikipedia.org/wiki/Public_holidays_in_Morocco,
wikipedia-2014-11-06gustavus-adolphus-day-death-of-kinggustavus-adolphus-of-swedenandofficial-flag-day-sweden,2014-11-06,"Gustavus Adolphus Day, death of KingGustavus Adolphus of Swedenandofficial flag day(Sweden)",http://en.wikipedia.org/wiki/Gustavus_Adolphus_Day,
wikipedia-2014-11-07christianfeast-day:bartholomaeus-ziegenbalg-lutheran-engelbert-ii-of-bergherculanus-of-perugiajohn-christian-frederick-heyer-lutheran-ludwig-ingwer-nommensen-lutheran-prosdocimusvicente-liem-de-la-pazwillibrordnovember-7-eastern-orthodox-liturgics,2014-11-07,ChristianFeast Day:Bartholomaeus Ziegenbalg(Lutheran)Engelbert II of BergHerculanus of PerugiaJohn Christian Frederick Heyer(Lutheran)Ludwig Ingwer Nommensen(Lutheran)ProsdocimusVicente Liem de la PazWillibrordNovember 7 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-11-07bartholomaeus-ziegenbalg-lutheran,2014-11-07,Bartholomaeus Ziegenbalg(Lutheran),http://en.wikipedia.org/wiki/Bartholomaeus_Ziegenbalg,
wikipedia-2014-11-07engelbert-ii-of-berg,2014-11-07,Engelbert II of Berg,http://en.wikipedia.org/wiki/Engelbert_II_of_Berg,
wikipedia-2014-11-07herculanus-of-perugia,2014-11-07,Herculanus of Perugia,http://en.wikipedia.org/wiki/Herculanus_of_Perugia,
wikipedia-2014-11-07john-christian-frederick-heyer-lutheran,2014-11-07,John Christian Frederick Heyer(Lutheran),http://en.wikipedia.org/wiki/John_Christian_Frederick_Heyer,
wikipedia-2014-11-07ludwig-ingwer-nommensen-lutheran,2014-11-07,Ludwig Ingwer Nommensen(Lutheran),http://en.wikipedia.org/wiki/Ludwig_Ingwer_Nommensen,
wikipedia-2014-11-07prosdocimus,2014-11-07,Prosdocimus,http://en.wikipedia.org/wiki/Prosdocimus,
wikipedia-2014-11-07vicente-liem-de-la-paz,2014-11-07,Vicente Liem de la Paz,http://en.wikipedia.org/wiki/Vicente_Liem_de_la_Paz,
wikipedia-2014-11-07willibrord,2014-11-07,Willibrord,http://en.wikipedia.org/wiki/Willibrord,
wikipedia-2014-11-07november-7-eastern-orthodox-liturgics,2014-11-07,November 7 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_7_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-07commemoration-day-the-anniversary-ofben-ali-s-succession-tunisia,2014-11-07,"Commemoration Day, the anniversary ofBen Ali's succession. (Tunisia)",http://en.wikipedia.org/wiki/Tunisia#Present-day_politics,
wikipedia-2014-11-07national-day-aftertreaty-of-pyrenees-northern-catalonia,2014-11-07,"National Day, afterTreaty of Pyrenees. (Northern Catalonia)",http://en.wikipedia.org/wiki/National_Day,
wikipedia-2014-11-07national-revolution-and-solidarity-day-bangladesh,2014-11-07,National Revolution and Solidarity Day(Bangladesh),http://en.wikipedia.org/wiki/National_Revolution_and_Solidarity_Day,
wikipedia-2014-11-07october-revolution-day-the-soviet-union-former-official-modernrussia-unofficial-belarus-kyrgyzstan,2014-11-07,"October Revolution Day(the Soviet Union(former, official), modernRussia(unofficial),Belarus,Kyrgyzstan)",http://en.wikipedia.org/wiki/October_Revolution,
wikipedia-2014-11-08christianfeast-day:blessed-elizabeth-of-the-trinity-roman-catholic-church-four-crowned-martyrsgodfrey-of-amiensjohann-von-staupitz-lutheran-saints-and-martyrs-of-england-church-of-england-willehad-of-bremennovember-8-eastern-orthodox-liturgics,2014-11-08,ChristianFeast Day:Blessed Elizabeth of the Trinity(Roman Catholic Church)Four Crowned MartyrsGodfrey of AmiensJohann von Staupitz(Lutheran)Saints and Martyrs of England(Church of England)Willehad of BremenNovember 8 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-11-08blessed-elizabeth-of-the-trinity-roman-catholic-church,2014-11-08,Blessed Elizabeth of the Trinity(Roman Catholic Church),http://en.wikipedia.org/wiki/Elizabeth_of_the_Trinity,
wikipedia-2014-11-08four-crowned-martyrs,2014-11-08,Four Crowned Martyrs,http://en.wikipedia.org/wiki/Four_Crowned_Martyrs,
wikipedia-2014-11-08godfrey-of-amiens,2014-11-08,Godfrey of Amiens,http://en.wikipedia.org/wiki/Godfrey_of_Amiens,
wikipedia-2014-11-08johann-von-staupitz-lutheran,2014-11-08,Johann von Staupitz(Lutheran),http://en.wikipedia.org/wiki/Johann_von_Staupitz,
wikipedia-2014-11-08saints-and-martyrs-of-england-church-of-england,2014-11-08,Saints and Martyrs of England(Church of England),http://en.wikipedia.org/wiki/Calendar_of_saints_(Church_of_England)#November,
wikipedia-2014-11-08willehad-of-bremen,2014-11-08,Willehad of Bremen,http://en.wikipedia.org/wiki/Willehad_of_Bremen,
wikipedia-2014-11-08november-8-eastern-orthodox-liturgics,2014-11-08,November 8 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_8_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-08earliest-day-on-whichfather-s-daycan-fall-whilenovember-14is-the-latest;-celebrated-on-the-second-sunday-in-november-estonia-finland-iceland-norway-andsweden,2014-11-08,"Earliest day on whichFather's Daycan fall, whileNovember 14is the latest; celebrated on the second Sunday in November. (Estonia,Finland,Iceland,Norway, andSweden)",http://en.wikipedia.org/wiki/Father%27s_Day,
wikipedia-2014-11-08earliest-day-on-whichheir-to-the-throne-s-birthdaycan-fall-while-november-14-is-the-latest;-celebrated-on-the-second-monday-in-november-tuvalu,2014-11-08,"Earliest day on whichHeir to the Throne's Birthdaycan fall, while November 14 is the latest; celebrated on the second Monday in November (Tuvalu)",http://en.wikipedia.org/wiki/Public_holidays_in_Tuvalu,
wikipedia-2014-11-08earliest-day-on-whichnational-festival-of-pupusacan-fall-while-november-14-is-the-latest;-celebrated-on-the-second-sunday-in-november-el-salvador,2014-11-08,"Earliest day on whichNational Festival of Pupusacan fall, while November 14 is the latest; celebrated on the second Sunday in November. (El Salvador)",http://en.wikipedia.org/wiki/Pupusa,
wikipedia-2014-11-08earliest-day-on-whichremembrance-sundaycan-fall-whilenovember-14is-the-latest;-celebrated-on-the-second-sunday-in-november-united-kingdom,2014-11-08,"Earliest day on whichRemembrance Sundaycan fall, whileNovember 14is the latest; celebrated on the second Sunday in November. (United Kingdom)",http://en.wikipedia.org/wiki/Remembrance_Sunday,
wikipedia-2014-11-08international-day-of-radiology,2014-11-08,International Day of Radiology,http://en.wikipedia.org/wiki/International_Day_of_Radiology,
wikipedia-2014-11-08one-of-themundus-patet-roman-empire,2014-11-08,One of theMundus patet(Roman Empire),http://en.wikipedia.org/wiki/Lapis_manalis,
wikipedia-2014-11-08synaxisof-thearchangel-michaeland-the-otherbodiless-powers-of-heaven-eastern-orthodox-church,2014-11-08,Synaxisof theArchangel Michaeland the otherBodiless Powers of Heaven(Eastern Orthodox Church),http://en.wikipedia.org/wiki/Synaxis,
wikipedia-2014-11-08world-urbanism-day-international,2014-11-08,World Urbanism Day(International),http://en.wikipedia.org/wiki/World_Urbanism_Day,
wikipedia-2014-11-09birthday-of-muhammad-iqbal-pakistan,2014-11-09,Birthday of Muhammad Iqbal(Pakistan),http://en.wikipedia.org/wiki/Public_holidays_in_Pakistan,
wikipedia-2014-11-09christianfeast-day:dedication-of-thebasilica-di-san-giovanni-in-laterano-cathedralof-thepope-memorial-feast-day-theodore-of-amasea-roman-catholic-church-vitonusbenignus-of-armaghmargery-kempe-church-of-england-martin-chemnitz-lutheran-november-9-eastern-orthodox-liturgics,2014-11-09,"ChristianFeast Day:Dedication of theBasilica di San Giovanni in Laterano,Cathedralof thePope(memorial feast day)Theodore of Amasea(Roman Catholic Church)VitonusBenignus of ArmaghMargery Kempe(Church of England)Martin Chemnitz(Lutheran)November 9 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Calendar_of_Saints,
wikipedia-2014-11-09dedication-of-thebasilica-di-san-giovanni-in-laterano-cathedralof-thepope-memorial-feast-day,2014-11-09,"Dedication of theBasilica di San Giovanni in Laterano,Cathedralof thePope(memorial feast day)",http://en.wikipedia.org/wiki/Basilica_di_San_Giovanni_in_Laterano,
wikipedia-2014-11-09theodore-of-amasea-roman-catholic-church,2014-11-09,Theodore of Amasea(Roman Catholic Church),http://en.wikipedia.org/wiki/Theodore_of_Amasea,
wikipedia-2014-11-09vitonus,2014-11-09,Vitonus,http://en.wikipedia.org/wiki/Vitonus,
wikipedia-2014-11-09benignus-of-armagh,2014-11-09,Benignus of Armagh,http://en.wikipedia.org/wiki/Benignus_of_Armagh,
wikipedia-2014-11-09margery-kempe-church-of-england,2014-11-09,Margery Kempe(Church of England),http://en.wikipedia.org/wiki/Margery_Kempe,
wikipedia-2014-11-09martin-chemnitz-lutheran,2014-11-09,Martin Chemnitz(Lutheran),http://en.wikipedia.org/wiki/Martin_Chemnitz,
wikipedia-2014-11-09november-9-eastern-orthodox-liturgics,2014-11-09,November 9 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_9_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-09day-of-the-skullsordia-de-los-natitas-bolivia,2014-11-09,Day of the SkullsorDia de los ñatitas(Bolivia),http://en.wikipedia.org/wiki/Dia_de_los_%C3%B1atitas,
wikipedia-2014-11-09independence-day-celebrates-the-independence-ofcambodiafromfrancein-1953,2014-11-09,"Independence Day, celebrates the independence ofCambodiafromFrancein 1953.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-11-09inventors-day-germany-austria-switzerland,2014-11-09,"Inventors' Day(Germany,Austria,Switzerland)",http://en.wikipedia.org/wiki/Inventors%27_Day,
wikipedia-2014-11-09schicksalstag-germany,2014-11-09,Schicksalstag(Germany),http://en.wikipedia.org/wiki/Schicksalstag,
wikipedia-2014-11-09world-freedom-day-united-states,2014-11-09,World Freedom Day(United States),http://en.wikipedia.org/wiki/World_Freedom_Day_(United_States),
wikipedia-2014-11-10christianfeast-day:andrew-avellinojustuspope-leo-inovember-10-eastern-orthodox-liturgics,2014-11-10,ChristianFeast Day:Andrew AvellinoJustusPope Leo INovember 10 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-11-10andrew-avellino,2014-11-10,Andrew Avellino,http://en.wikipedia.org/wiki/Andrew_Avellino,
wikipedia-2014-11-10justus,2014-11-10,Justus,http://en.wikipedia.org/wiki/Justus,
wikipedia-2014-11-10pope-leo-i,2014-11-10,Pope Leo I,http://en.wikipedia.org/wiki/Pope_Leo_I,
wikipedia-2014-11-10november-10-eastern-orthodox-liturgics,2014-11-10,November 10 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_10_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-10cry-of-independence-day-panama,2014-11-10,Cry of Independence Day(Panama),http://en.wikipedia.org/wiki/Public_holidays_in_Panama,
wikipedia-2014-11-10day-of-remembrance-of-ataturk-turkey,2014-11-10,Day of Remembrance of Ataturk(Turkey),http://en.wikipedia.org/wiki/Day_of_Remembrance_of_Ataturk,
wikipedia-2014-11-10day-of-russian-militsiya-russia,2014-11-10,Day of Russian Militsiya(Russia),http://en.wikipedia.org/wiki/Militsiya#Militsiya_in_the_Russian_Federation,
wikipedia-2014-11-10day-of-tradition-ordia-de-la-tradicion-celebrated-on-the-birthday-ofjose-hernandez-argentina-especiallysan-antonio-de-areco,2014-11-10,"Day of Tradition orDía de la Tradición, celebrated on the birthday ofJosé Hernández(Argentina, especiallySan Antonio de Areco)",http://en.wikipedia.org/wiki/Jos%C3%A9_Hern%C3%A1ndez_(writer),
wikipedia-2014-11-10heroes-dayorhari-pahlawan-indonesia,2014-11-10,Heroes' DayorHari Pahlawan(Indonesia),http://en.wikipedia.org/wiki/Hari_Pahlawan,
wikipedia-2014-11-10united-states-marine-corps-birthday-ball-united-states,2014-11-10,United States Marine Corps birthday ball(United States),http://en.wikipedia.org/wiki/United_States_Marine_Corps_birthday_ball,
wikipedia-2014-11-11christianfeast-day:bartholomew-of-grottaferrata-roman-catholic-church-martin-of-tours-roman-catholic-church-st-martin-s-daymenassren-kierkegaard-lutheran-church-theodore-the-studitenovember-11-eastern-orthodox-liturgics,2014-11-11,ChristianFeast Day:Bartholomew of Grottaferrata(Roman Catholic Church)Martin of Tours(Roman Catholic Church)St. Martin's DayMenasSøren Kierkegaard(Lutheran Church)Theodore the StuditeNovember 11 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-11-11bartholomew-of-grottaferrata-roman-catholic-church,2014-11-11,Bartholomew of Grottaferrata(Roman Catholic Church),http://en.wikipedia.org/wiki/Bartholomew_of_Grottaferrata,
wikipedia-2014-11-11martin-of-tours-roman-catholic-church-st-martin-s-day,2014-11-11,Martin of Tours(Roman Catholic Church)St. Martin's Day,http://en.wikipedia.org/wiki/Martin_of_Tours,
wikipedia-2014-11-11st-martin-s-day,2014-11-11,St. Martin's Day,http://en.wikipedia.org/wiki/St._Martin%27s_Day,
wikipedia-2014-11-11menas,2014-11-11,Menas,http://en.wikipedia.org/wiki/Saint_Menas,
wikipedia-2014-11-11sren-kierkegaard-lutheran-church,2014-11-11,Søren Kierkegaard(Lutheran Church),http://en.wikipedia.org/wiki/S%C3%B8ren_Kierkegaard,
wikipedia-2014-11-11theodore-the-studite,2014-11-11,Theodore the Studite,http://en.wikipedia.org/wiki/Theodore_the_Studite,
wikipedia-2014-11-11november-11-eastern-orthodox-liturgics,2014-11-11,November 11 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_11_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-11end-ofworld-war-irelated-observances:armistice-day-new-zealand-france-belgiumandserbia-independence-day-commemorates-the-anniversary-ofpoland-s-assumption-of-independent-statehood-in-1918-poland-remembrance-day-united-kingdomand-thecommonwealth-of-nations-includingaustraliaandcanada-veterans-day-called-armistice-day-until-1954-when-the-holiday-was-rededicated-to-be-in-honor-all-american-military-naval-and-air-force-veterans-united-states,2014-11-11,"End ofWorld War Irelated observances:Armistice Day(New Zealand,France,BelgiumandSerbia)Independence Day, commemorates the anniversary ofPoland's assumption of independent statehood in 1918 (Poland)Remembrance Day(United Kingdomand theCommonwealth of Nations, includingAustraliaandCanada)Veterans Day, called Armistice Day until 1954, when the holiday was rededicated to be in honor all American military, naval, and Air Force, veterans. (United States)",http://en.wikipedia.org/wiki/World_War_I,
wikipedia-2014-11-11armistice-day-new-zealand-france-belgiumandserbia,2014-11-11,"Armistice Day(New Zealand,France,BelgiumandSerbia)",http://en.wikipedia.org/wiki/Armistice_Day,
wikipedia-2014-11-11independence-day-commemorates-the-anniversary-ofpoland-s-assumption-of-independent-statehood-in-1918-poland,2014-11-11,"Independence Day, commemorates the anniversary ofPoland's assumption of independent statehood in 1918 (Poland)",http://en.wikipedia.org/wiki/Polish_Independence_Day,
wikipedia-2014-11-11remembrance-day-united-kingdomand-thecommonwealth-of-nations-includingaustraliaandcanada,2014-11-11,"Remembrance Day(United Kingdomand theCommonwealth of Nations, includingAustraliaandCanada)",http://en.wikipedia.org/wiki/Remembrance_Day,
wikipedia-2014-11-11veterans-day-called-armistice-day-until-1954-when-the-holiday-was-rededicated-to-be-in-honor-all-american-military-naval-and-air-force-veterans-united-states,2014-11-11,"Veterans Day, called Armistice Day until 1954, when the holiday was rededicated to be in honor all American military, naval, and Air Force, veterans. (United States)",http://en.wikipedia.org/wiki/Veterans_Day_(United_States),
wikipedia-2014-11-11independence-day-celebrates-the-independence-ofangolafromportugalin-1975,2014-11-11,"Independence Day, celebrates the independence ofAngolafromPortugalin 1975.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-11-11lacplesis-day-celebrates-the-victory-over-thebermontiansat-the-battle-of-riga-in-1919-latvia,2014-11-11,"Lāčplēsis Day, celebrates the victory over theBermontiansat the battle of Riga in 1919. (Latvia)",http://en.wikipedia.org/wiki/L%C4%81%C4%8Dpl%C4%93sis#L.C4.81.C4.8Dpl.C4.93sis_Day,
wikipedia-2014-11-11opening-ofcarnival-karneval-fasching-on-11-11-at-11:11-germany-thenetherlands-and-other-countries,2014-11-11,"Opening ofcarnival(""Karneval""/""Fasching""), on 11-11, at 11:11. (Germany, theNetherlands, and other countries)",http://en.wikipedia.org/wiki/Carnival,
wikipedia-2014-11-11pocky-dayandpretz-day-japan,2014-11-11,Pocky DayandPretz Day(Japan),http://en.wikipedia.org/wiki/Pocky,
wikipedia-2014-11-11pepero-day-south-korea,2014-11-11,Pepero Day(South Korea),http://en.wikipedia.org/wiki/Pepero_Day,
wikipedia-2014-11-11republic-day-maldives,2014-11-11,Republic Day(Maldives),http://en.wikipedia.org/wiki/Republic_Day,
wikipedia-2014-11-11singles-day-china,2014-11-11,Singles Day(China),http://en.wikipedia.org/wiki/Singles_Day,
wikipedia-2014-11-11women-s-day-belgium,2014-11-11,Women's Day(Belgium),http://en.wikipedia.org/wiki/Women%27s_Day,
wikipedia-2014-11-12world-pneumonia-day-united-nations,2014-11-12,"World Pneumonia Day, (United Nations)",http://en.wikipedia.org/wiki/World_Pneumonia_Day,
wikipedia-2014-11-12birth-of-baha-u-llah-celebration-started-at-sunset-the-day-before-baha-i-faith,2014-11-12,"Birth of Bahá'u'lláh, celebration started at sunset the day before. (Bahá'í Faith)",http://en.wikipedia.org/wiki/Birth_of_Bah%C3%A1%27u%27ll%C3%A1h,
